First operator; Second operator; Init; Left array; Right array; Expected result
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.30884416958220173, 0.7710944473682917, -0.04734027170314414]; [-0.26559919328445014, -0.630107965742188, 0.831973511326918, -0.6306562607404991, -0.7699157847940652, 0.07542077700796246]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.40717881679201695, 0.6660015216077919, -0.8205527407451583, 0.32472193755375667, -0.5566296775630697, -0.12608925643661584, -0.7128687130203164, 0.37068112627494165, -0.6468337020433956]; [-0.07574948131613102, 0.20965227433455547, 0.27048927739877615, -0.8245834242441945, 0.6516405902552111, 0.86285741986116, -0.8670080368399617]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.3644899693548058, 0.3881597146713851, 0.3556429438585855, -0.6490433404705658, 0.013735848015415497, -0.9788051053032665, -0.9668524642666374, -0.4128805746940871, -0.16676576788456954]; [-0.7423859077945638, -0.627596822994164, 0.5582594606481366, -0.7049114559821641, -0.9816037170576231]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.45431063558800266, 0.24944464572599445, -0.8833754770166471, -0.6180082407397502]; [0.3516032533556399]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.09097822592008531, -0.029999582401336378, -0.6986715988766155, -0.08887646083075018, 0.8434700159538915, 0.07168523593178566]; [0.4385181743024831, 0.03571133333796306, 0.46184470872027994, 0.6394391126658325, 0.8929601560223595, -0.5032425895290176, 0.04699060879063377, 0.9119257538055461, -0.6573237896789996]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.5604500920204469]; [0.1441441272527857, -0.7828992253984619, -0.8246432068746046]; 7.045942192732326
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.09940473438573783, 0.10999313038100511]; [0.17903819932727738, -0.44526595810316705, -0.6478398106188683, 0.04587654794061691, 0.5688697136374576, -0.950459276087207, 0.9739140552256114, -0.11765513179223719, -0.46597029981204185]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.5535459311771649]; [0.40663390699168644, -0.3992609089600523, 0.9810133344036505, 0.675063829507033, 0.7939475961506663, 0.29033522825242364, 0.7403705533680955]; -2.250905446939217
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.39204475612861134, 0.6759805003472166, -0.23500775909397298, 0.8086750301392627, -0.29664544522964054, -0.47842573294150204, 0.8011323428125745, -0.5592777275971217, -0.2525817089041591]; [-0.20991326912207553, 0.7092724183005057, -0.8437727293334176, 0.41890174348806175, -0.3377619478523437, -0.0857829110953574, 0.8288066775345171]; 11.739427576978859
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.38181619043932047, -0.16076561980156523, 0.4944131881967222]; [0.941047657122374, 0.7023378283752333, 0.8816652523660788, -0.781142688333524, 0.8179793419127996, 0.9258658625469716, 0.44443742086851734, -0.47966212857973867, -0.8077197231438322]; 9.858587795809855
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.2294840268976701]; [0.4612724858831829, -0.9433156606310782, 0.8080694925602425, -0.5998699059586332, 0.8420618532150728, 0.03708606769178413, -0.06385506222566173, -0.17957994766344143]; 4.238481800024492
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.5686384300584415, 0.32843492717746403, 0.6520491577222229, -0.6117876685544301, -0.7907104437142287, 0.5070360090432564, -0.4806433397568728, 0.35264043974465475]; [-0.18039880685606602, -0.5160796264535994, 0.9240939126382157, 0.4184800401402242]; 0.2219631027893501
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.04300995834727983]; [-0.8926135418313699, 0.7222182591491904]; 3.3582145664785106
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.1523606369735313, -0.8914555666958519, 0.23428572286920235, 0.09059752361619777, 0.7184688474819185, 0.21656159224699878]; [-0.838040927697697]; 9.314319709275834
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.5129479620971475]; [0.27803476670450245, 0.18343430690561657, 0.025621856249980812, 0.6857034831962754]; 4.051649758225008
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.9939702924337261, -0.7526953234353653, -0.2086148590984911, 0.7948051198601287, -0.38985219266855187, -0.057829979067038906, -0.18700794218364303, -0.9070847554527197, 0.48128174980230254]; [0.9908899697910558, -0.42926168191945946, -0.0024238810244254783, 0.16134497779666113, -0.073189794405627, 0.1739367078048517, 0.034348729027675384, 0.6834335107174778, 0.4994840360973569]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [-0.5163236508978779, -0.13501667091513547]; [-0.4790399539521868, 0.9922380160835609, -0.6994824442713659, -0.6308118449047078, -0.6234654593921896]; 10.113370984263502
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.5359057861061243]; [-0.037846066585524696, 0.2895791800078693, -0.15199401303290339]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.37417328237480985, 0.9089646735157855, -0.6970910735899818]; [-0.8717797516348549, 0.5696958924048692, -0.6992307085942762, -0.4533118733548074, -0.6733100968442665, 0.8946694227300693, 0.6059886893173319]; 25.725017319675967
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.6088295660871093, -0.2544874427587407, 0.903704868739192, -0.7651926626765997]; [-0.2210407625508668, 0.4985146956517512, -0.5030657867535302, -0.24917983492318485]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.963555287555834, 0.2317385643287262, -0.8556437696150851, -0.028958674823877928, 0.08309128538762378]; [0.3850305155513094, 0.8939081224187289, 0.3520392699036279]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.9978754124985414, 0.42862991062856826]; [-0.2444461916915508]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.5396439362197027, 0.05029333046191131, -0.18470227634774639, 0.9992918502894634, -0.9617421045360595, 0.16467771806318177, -0.9923346325909439, -0.08524899516381756, 0.20125452306544567]; [-0.8879567163501498, -0.12787544699704467, -0.5976919232910678, 0.6417168438908027, -0.9745582698907267, 0.9747190924059341, -0.599572883994997]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.6366888188792676, -0.4572934974375842, -0.12885839619353523, -0.3988141437645214]; [0.43386066656092837, -0.9431265662672648, 0.3520768082486876, 0.16572020587945335, 0.519633889392817]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.5294224207624374, -0.21322439439618468, 0.22358310982441032, 0.5519522328967756, -0.4207554645833267, 0.20188302721538953, 0.8247803097951854, -0.22260288622070168, 0.7489073256555516]; [0.539185395750374, -0.2894893934399214, 0.6557901588843966, -0.09200198210336308, 0.6550812319740302, -0.2215956332468345, -0.4044911792338255, -0.9615224935477369]; -1.1551438484938124E-6
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.0562220573707537, -0.5596810116074873, -0.6464089000401327]; [-0.6698173398485652, 0.10990961487222939]; NaN
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.7944837444070536, 0.07847394085940618, -0.0467138560215159, -0.4755239981065891, 0.7693120374182818, -0.5639003345742648, 0.0072795302067349965, -0.7359847459912912]; [0.6470537971054562, 0.0355163655346149, -0.37909436774269945]; 9.540752135328207
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.7434736397050199]; [-0.03445173979242022, 0.45798824217236267, 0.40598239300563543, 0.14424871770081937]; 9.97438603962236
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.5911744248270243, 0.5940223354492027, 0.5090758442376557, -0.0029143061311502905]; [-0.48760644341647086, 0.7056096487783767, -0.6415053911002475, 0.7982019904826594, -0.4900999797579586, 0.6563676678792405]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.12990429430742134, 0.3562102325809082, 0.7583873304777644, -0.909835673380188, -0.646094685618791, 0.811551846358529, -0.5969107941144038]; [-0.01080898942684061, 0.6545746900032516]; -1.4223086560589888
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.8267923411976292, -0.6100154430514497]; [0.00534571921906335]; 10.004419799708515
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.16220714768467803, -0.6847282140363242, -0.8059101237340729, 0.2341763597461366, -0.7538928739678705]; [-0.7427566246015842]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.2962636731017336, 0.6885251143295537, 0.39251805756012614, -0.35322585818356433]; [0.5858440509465856]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.6294063290526297]; [0.8684322187389164, 0.4193220888458462, 0.1544713686753556, -0.8754607129371488]; 10.546596734827492
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.912930259032525, -0.6709543379711811]; [-0.7253177833968496, -0.2696502798146574, 0.01664161676017084, -0.8234598552268169]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.8439588573966281, -0.9688567532657346, -0.04747491591894892, 0.5318387876072521, 0.02481066231948148, 0.9195449266415565, -0.23600264789946657, -0.8458454418182724]; [0.6111906946978378, 0.965190278344241, -0.6698125943252147]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.6789809055304075, -0.852293212416805, -0.005957561816955392, 0.29592286532486445, -0.17519040702117739, -0.8528817320550939]; [-0.9113976288668757, -0.49333649525300216, -0.6341356559212072]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.3870164924666686, -0.3803315307311721, -0.47727099737387246]; [-0.5761095329760448, -0.46671442571953503, -0.36680720700705227, -0.5334562564105925, 0.2511796161204505, 0.5172860928356251, -0.05882754255365352]; 1.9932379297097413
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.8773617206964097, -0.39134835726650374, -0.7419581104435411, -0.3965959627157467, -0.3113392937767945, -0.9130459043178474, -0.8622160752559795, -0.8626790830836986]; [-0.1333308678865881, 0.2751818326941138, -0.25937614026809497, 0.756023094556701, 0.08748985712192581, -0.4490407257396274, 0.2968192063228161]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.2099998419137763, 0.5769433507180537, -0.5527313679541532, 0.15509377824402049, 0.3959368435878077, 0.7012542318822705, -0.95445185854851]; [0.26427545311478906, 0.7963886368592135, -0.4300214551929633, -0.34877525682789634]; -0.003278523497437024
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.3427791019654538, -0.9730100238254444, -0.7717044434174971, -0.8730137911154638, 0.9242284151772922, -0.7067322469793056, -0.06347129699496756, 0.6907390769866026]; [-0.21022479425618612, -0.6029918840182305, 0.013274527844141959, -0.2706620544466436, 0.4324414938124548, -0.9174774830972223, 0.5095349534595461]; 1.781074677280971
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.764185676174514, 0.1460741578306517, -0.023952035263286042]; [-0.4152369771344002, 0.8469713835722779, -0.9087315311737485]; 8.880939321656982
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.8530939397397559, 0.8717493289044456, 0.1398542037288224, -0.7371180218679156, 0.4069382536608974, 0.3457897942517614, -0.16025654778630227, -0.3314741172353679, -0.1348770124141878]; [-0.7454063390072507, 0.8989625404626918, -0.7753130619292001, 0.9671725436669931]; 9.76680725421883
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.5189033576813051, -0.9750715136727015, -0.11310205733503675, -0.7247024894659586, 0.6798165706077053, -0.8324831822768968]; [-0.6473586509095302, 0.5812174882990913, 0.947313522927633, 0.7199524819004666, -0.6895644145836026, -0.4041127470031869]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.8044893955602344, -0.255921533818932, -0.34418088452975404, 0.42229836290341094, -0.14632497704453007, -0.6000048872740547, -0.6452865535640708, 0.29310632218214994]; [0.5580524696373257, -0.05829717706785864]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.7069119604163652, 0.6427249524670458, -0.8419254126991271, -0.8654770100928686]; [-0.3527939947752734]; 3.757355777427863
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.48391931134776733, 0.2115282231037423, 0.7567107884923392]; [0.41892676501131265, 0.2718196165130322, 0.45678531678806]; 5.2955598846289345
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.9668156566264026, 0.46444621537782016, -0.03633069199952765, -0.08379326022247557, -0.25001498140438927, 0.6994459306097669, 0.820510608588155, -0.7366503687150028]; [-0.5994525130174944, -0.5274711388127824, 0.6474021543580901, 0.8776232717647308, 0.05485304846380612, -0.5409858271627479, 0.6316530200747421, 0.6135540962081842]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.3425125269392928, -0.5024789009546597]; [0.7139494229374272, -0.27216397967088657, 0.42561960565903556]; NaN
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.049786476329724216, -0.4848605725149393, -0.36414175115522984]; [-0.12961991605710388, 0.5523425897016152, 0.24183278619862159, 0.2104178157311054, -0.25918870104910474, -0.08601051218212441]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.29313656746656314, -0.8111599105474947]; [0.8750688976992844, -0.15332182868255417, -0.3739479804080237, -0.07925403896835781, -0.12480488025540226, -0.4902094677852933, -0.309401989768064, -0.8327795374862099, 0.7659260857607608]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.006485017436396845, 0.5648194808503955]; [-0.0468478588631811, -0.645365624363845, -0.49391651768343525, -0.0781483990150158, 0.5780294550403244]; 9.635181113906535
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.12134984893187895, 0.2296569764950711, -0.09469673982996274, -0.19350462130643042, 0.707843805565034, -0.2921922658346261, -0.007236033763103]; [-0.01152345443370173, 0.36449406062407586, -0.395591143444614, -0.8625583197904683]; 1.3536993340857741
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.39972040004836273, 0.9291064679503145, 0.09733009595531383, -0.7228950924395299, 0.447087437011531, -0.9800132450104537, 0.3169428005407595, 0.8248914448585019]; [0.5489634541059476, 0.9660155072864349]; 11.11696314744729
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.33453669782243556, -0.405562354776819, -0.5203300521975671]; [0.5362103094605981]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.9749594113487832, -0.23782766077684192, 0.7577689456779473, 0.6463023027997892, 0.40911035680205354, 0.9325101796365702, -0.7383282694805775]; [0.8316951185199148, 0.7735760552449622, -0.8529295629470053, 0.671978762245554, -0.04218570164264124, 0.4720974654516199, -0.2330636725827726, 0.5684918497319658]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.632995989246772, -0.26978501199106963, 0.5573628223644875, -0.9491432234423827]; [0.09570483679250374, 0.9057579663467179, 0.017229323331272584, 0.6053090329933553, -0.03298894665658669, 0.7150236577319182]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.9790741142060508, -0.39398850822685305]; [0.19089718025201075, -0.9741703525529515, -0.8217491131551826, -0.6820110008145792, 0.7291066367815335]; 10.783512560514787
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.49661030537356865, 0.9682902173366028, 0.5596788198311986]; [0.13388553146784088, -0.15777194671666472, 0.6661371693373375, -0.713366366518186, 0.9911103394534757]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.42288677513102124, -0.6432961271180306, 0.27392773623975075, 0.4079355802843818, -0.461741756588562, -0.08223472953801747, 0.8033336829631541, -0.7867657133598893, 0.9007987953193928]; [0.754767319324688, -0.19764855728353115]; -0.4058277839025153
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.34574680919936096, -0.5241722301052036]; [0.2828219930294973, 0.23568880013512072, -0.9760077499073536, 0.4000295908410585, -0.3232981196356479, -0.28419377046999816]; NaN
DoubleProductOfTwo; DoubleSumOfTwo; 10.0; [0.723639305766643, -0.2967772453978932]; [-0.752462086047829, 0.2776560868421447, -0.2678281296165663, 0.367886424780697, -0.044685235743937124, -0.9462392863218068]; 9.373086849815659
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.8926725502704835, -0.5579897937447413, 0.029148634339583923, -0.810709466305894, 0.2349252461893423, -0.47362609879004736, -0.5572774596712382, 0.7528179874785534, 0.8633429992152784]; [0.5296286517295248, 0.08014627138140562, 0.626939505876486, 0.48604035895915265, -0.03068381521605512, 0.8278961902365338, 0.4039730407829967]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.7498298922275077, 0.29422993841897194, 0.5413837256612704, 0.16545382109519924, -0.8115446977724856, -0.28671473144264037, -0.1399102949319342, -0.30983196390432943]; [0.5031549008898584, 0.8383343268725703, -0.8169066290733329, -0.8860222059560283]; -0.5546523865242944
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.8750783949745233, -0.9168762565204411, 0.7672153095759706, 0.35570814253258654, 0.3272516222374282]; [0.2078616858104818, -0.12711600364010156]; 2.2983014609657038
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.7268812848838027, 0.04197658042714547, -0.34137520400348564, -0.8417729984708995, -0.9409001626503708, 0.7116685594143888, -0.5768989571635412, 0.1097771566367216]; [0.4113953363608409, 0.4979941913237398, -0.9910678621643778, -0.8014240506144474, -0.039125037877062896, 0.48047559553138, -0.15181871194532914]; 11.457284386473471
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.6633465363003095, 0.03351472017427315, 0.5948650343808684, 0.9412219834535902]; [0.34779906376046466, 0.3979622783954626, -0.5067635376988897, -0.1243949396105255, -0.1429779053152449, 0.9237295881681615]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.498119812091963, -0.5097701760730593, -0.5516956098055688, -0.503830324236753, 0.9097275856687284, 0.4024090757524399, -0.4653781620434634, 0.6841485803833551]; [0.18917382455961818, -0.6248157531242271, 0.4544150112256653, 0.07233891132567538, 0.43280661455687053, -0.9254877138947841, 0.24917359545577278, -0.6014238035089832]; 1.9187238028183028E-5
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.7163099954874346, 0.1507108641247119, 0.5907342261032291, 0.6777362271883423, -0.056507222923417144, -0.22418423068751725, -0.28691066601869775, -0.6528935004781684, 0.4618919910999528]; [-0.2217319546512786, 0.2288946945222574, -0.8657599754117913, -0.5576784859708914, 0.33861545571151086, -0.9512454190834854, 0.8267963309414641, 0.5432781219737104, -0.15532222727254896]; 9.130114233679949
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [0.27175367196856515, -0.5851102987110852, -0.28896373579336565, -0.048108811038783506, -0.12140470387513447, -0.8200201771357287, -0.05123506153959401, -0.8456867596500113]; [-0.6659028130336635, 0.22035681591475775, 0.608679389380995, 0.2440341062657505, -0.20631510237753914]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.6317869245198406]; [-0.3119982001014616, 0.9215068263180721, -0.491084518468617, 0.10290180670269233, 0.41614548601745405, 0.5165749563669995, 0.23995346803225237, -0.9615709748346184]; 3.7277763112882374
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.46032203125674775, -0.7102604006463655]; [0.00831201378070312, 0.48937848632331016, 0.1432583414456643, 0.10547633877883089, -0.6389372143996142]; 0.9984083795330645
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.14781300475055303, 0.5888857822793354, -0.5958239972401, 0.46810922316934067, 0.454849018709508, -0.7875643095042424, -0.6534499329528478]; [0.8370078507735794, 0.4740474650800044, -0.2143981048937944]; 0.04411984800393818
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.23589421348726414, 0.20521265695070134, -0.40162844515967433, -0.5669974018020061]; [-0.8784360640903617, 0.25750946108890105, 0.3874027857046023, 0.6883491502533032, 0.08185523590722887, 0.21679640501158004, -0.12747666227321663]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.6802174010365023, -0.538401217785188, -0.9307415989333045]; [-0.47871233049815065, -0.9428984451720814, 0.37473109373953983, -0.7896272619209141, -0.2817782335284096, 0.19307152409385964, 0.18421938931743398, 0.6360755465382921, -0.9021948218178619]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.4594950521643155, -0.48344087985912365, -0.5461925191595987, 0.35640538028336444, -0.0950733255566314, -0.958978817207669, -0.5489511773717284]; [0.2734500137105136, -0.4455935975365848, -0.02462051995042125]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.7343446259201742, 0.5881384593112906, 0.7210510708524864, -0.6478844331709572]; [-0.9602894451362991]; -7.051833933637073
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [0.10650991177013625, -0.7830373596255238, -0.036137503137591676, -0.7842981158307496, 0.9546999663844813, -0.8428821921770857]; [-0.3958839869378108, 0.5933172702172074, -0.7522660089581148, 0.16904394304867942, 0.7290060532802018, 0.48230048349444843, 0.6092214354927952]; 1.9976546848674944E-4
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [0.25272762497840784, -0.011812025282641692, 0.8712944295738545, -0.044170163358472125]; [0.27934173636612525]; 10.532069361344533
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.7923218370121852, 0.5596905093517368, 0.7514342777736411, -0.8259815801334032, -0.6452757241085838, 0.41190905739952166, -0.46064776400529883, -0.8029645459885666]; [0.7745663071079085, -0.799764021698979, 0.977090499893914, 0.41942444573813, 0.561209540585361, -0.4097680992654349, 0.8265461352526737, 0.4831496727913269, -0.6909028664256918]; -0.0063087586523911075
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.22312038640193843, -0.6063813980073893, 0.042647189642724515, 0.6898350579888821, 0.5624525154241362, -0.23529363799989444, -0.09634563168286236, 0.3078875918238402]; [0.19773640230822775, -0.14642282514168237, 0.8069007382949849, -0.8885723364640936, -0.364390805169003, 0.7506158329915815, -0.9516288679672966, -0.7307084073092991]; NaN
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.7404779885380071, 0.1574693195127852, 0.6844940293809232, 0.872254047131455, -0.8982033825984352, 0.7936261188714899, -0.06025296427185145]; [0.07660325100110432, 0.3473050974142178, -0.42252073851463123]; 0.008971894481377803
DoubleSumOfTwo; DoubleSumOfTwo; 10.0; [-0.38418721914311416, -0.6197359766343926, 0.07591326244148089]; [0.11294162267801933, 0.7955598934908521, 0.6064802196069687, -0.34878053297257594, 0.5536947746878722, -0.05823720444275926, 0.8673344582369611]; 10.586971802439814
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.37601166418652854, -0.7293295754780216, -0.39038406331815945, -0.7108508590681284, -0.43974517287252857, -0.08562254227317534, 0.42373819362175125]; [-0.39592319394390385, -0.014686520980612183, -0.55779541593918, 0.7145036667900739, 0.8469558455995239, -0.10149739822669468]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.528156848640617, 0.26517631476247616, -0.6562293783963138, -0.8650477577970412, 0.9254913289320013, -0.009534368090245993, -0.0621772138460166, -0.26083878470126365]; [0.3455151806798209, 0.04876211272422015, 0.971985360463834]; NaN
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [0.5465060124981593, -0.509240812635239, 0.8844509529199749, -0.06982394768019673, 0.5853618511265493, -0.13628670811191745, -0.9966557243033038, 0.8384535925664931]; [-0.12661729346887896, 0.672260031198451, -0.0965890141382264, 0.5359048879450063, 0.20687889265431325]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.39574005825653247, 0.5146261483521659, 0.7477573011096259, 0.8801204255858188, 0.6035907149974735, 0.7459006336675127, 0.5279158027553388, 0.9217857134854803, -0.03417218113852982]; [0.2936932273307169, -0.914609831622462, 0.39866517435570525, 0.49815591824089167]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.7360479768597212, 0.26884358811509057, 0.6121201574155966, -0.9994914941591699, 0.11744005252720768, -0.9442414809961612, 0.6006889150803172, 0.3763353249337993, -0.2760458745732859]; [-0.7225171948621119, -0.7373794308376909]; NaN
DoubleProductOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.06096872339006221, 0.5549593835891282]; [0.508683241050186, 0.6250099244667504, 0.14091756718238502, 0.1165869300675908, 0.5595006983370832, 0.31159610530138315, -0.08804734222497324, 0.5939553067876702]; 2.1129143600955564
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [0.330965042524876, 0.09917823290919592, 0.6023626812717866, -0.7967702453406376, -0.07100455411415152, 0.6029930655659237, -0.22122444589707024, 0.5812436534095751]; [0.8795757362414647, -0.40571139485524377, -0.4445432008103083, -0.5604514541925463, -0.9525388383873992]; -0.8135318341905441
DoubleSumSqrtsOfTwo; DoubleSumOfTwo; 10.0; [-0.7712798753951744, 0.144009728182527]; [-0.6085983420458814, 0.43303801494961514, -0.4479163220540423, 0.5089206900243313, 0.8543399063496095, -0.5932769319364575]; NaN
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.05029490471222697, 0.935406102534359, -0.7623705226764212, 0.13755624572558056, -0.2765905393315595, 0.1695347267904106]; [0.24302187385484864, 0.9824044196707169, -0.8111259307305894, 0.45661372662056743, 0.038886259250760835, 0.424460671048712, -0.34291402183298714, -0.7176566912780624, 0.311930632528137]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [-0.21551130033450372]; [-0.727269743420563]; NaN
DoubleSumOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.9122593911865426]; [-0.24263705098173816, 0.37552767966185074, -0.7217445443863506, -0.07149938576908377, 0.43748535130074395, -0.9684614941368761, 0.7312370056558373, 0.8789501991153061, -0.3796452537695407]; 3.980582212401107
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.012738281322255629, -0.904729517996089, 0.8823204910534468, -0.7957164132445924, -0.8248654255475762, 0.9244257238025422, -0.4262384545864135, -0.3594046738129002]; [-0.010961910709143874, 0.07418477540278223, -0.8709069110608985]; NaN
DoubleSumOfTwo; DoubleProductOfTwo; 10.0; [-0.6138099751884378, 0.5010966996430049, 0.3971760710637964]; [0.2717728173875247, 0.3491154544974151]; -2.9080414872998115
DoubleProductOfTwo; DoubleProductOfTwo; 10.0; [-0.34333984509506377, -0.28009102818475284, 0.14523057946911622, 0.5344806570930432, 0.534049804588983, 0.04710254478253151, 0.7242136997606456]; [-0.8453114881850115, 0.9895742710064286, -0.5969061925871442, 0.04230407662095215, 0.8371053894209428]; 7.049021528619912E-4
DoubleSumSqrtsOfTwo; DoubleSumSqrtsOfTwo; 10.0; [0.9718966383194783, -0.5047997364274821, 0.9287829636583556, 0.24392566164042995, 0.3366244909022722, 0.47180372694921036, -0.8234645711318891]; [0.4131309846389386]; 4.438444124344511
DoubleSumSqrtsOfTwo; DoubleProductOfTwo; 10.0; [-0.6232392137714096, -0.551688473051287, -0.8962971522709806, -0.5639174626778496]; [0.48191763026282897]; NaN
